Param,Location,y
Temperature ('C),S3,28.06
Temperature ('C),S3,28.13
Temperature ('C),S3,28.16
Temperature ('C),S3,28.19
Temperature ('C),S3,28.35
Temperature ('C),S3,28.34
Temperature ('C),S3,28.22
Temperature ('C),S3,28.34
Temperature ('C),S3,28.13
Temperature ('C),S3,28.26
Temperature ('C),S3,27.9
Temperature ('C),S3,27.85
Temperature ('C),S3,27.43
Temperature ('C),S3,27.63
Temperature ('C),S3,27.49
Temperature ('C),S3,27.43
Temperature ('C),S3,27.45
Temperature ('C),S3,27.25
Temperature ('C),S3,27.33
Temperature ('C),S3,27.53
Temperature ('C),S3,27.74
Temperature ('C),S3,27.23
Temperature ('C),S3,27.44
Temperature ('C),S3,27.56
Temperature ('C),S3,27.66
Temperature ('C),S3,27.2
Temperature ('C),S3,26.41
Temperature ('C),S3,27.07
Temperature ('C),S3,26.41
Temperature ('C),S3,26.56
Temperature ('C),S3,26.6
Temperature ('C),S3,26.44
Temperature ('C),S3,26.63
Temperature ('C),S3,26.83
Temperature ('C),S3,26.53
Temperature ('C),S3,27.19
Temperature ('C),S3,26.49
Temperature ('C),S3,26.95
Temperature ('C),S3,26.88
Temperature ('C),S3,26.69
Temperature ('C),S3,27.1
Temperature ('C),S3,26.4
Temperature ('C),S3,26.41
Temperature ('C),S3,27.07
Temperature ('C),S3,26.41
Temperature ('C),S3,26.56
Temperature ('C),S3,26.6
Temperature ('C),S3,26.44
Temperature ('C),S3,26.63
Temperature ('C),S3,26.83
Temperature ('C),S3,26.53
Temperature ('C),S3,27.19
Temperature ('C),S3,26.49
Temperature ('C),S3,26.95
Temperature ('C),S3,26.88
Temperature ('C),S3,26.69
Temperature ('C),S3,26.2
Temperature ('C),S3,26.12
Temperature ('C),S3,25.59
Temperature ('C),S3,25.75
Temperature ('C),S3,26.11
Temperature ('C),S3,25.58
Temperature ('C),S3,25.88
Temperature ('C),S3,25.42
Temperature ('C),S3,25.8
Temperature ('C),S3,25.38
Temperature ('C),S3,25.61
Temperature ('C),S3,25.73
Temperature ('C),S3,25.69
Temperature ('C),S3,25.78
Temperature ('C),S3,25.64
Temperature ('C),S3,25.49
Temperature ('C),S3,25.3
Temperature ('C),S3,24.85
Temperature ('C),S3,24.85
Temperature ('C),S3,24.99
Temperature ('C),S3,24.94
Temperature ('C),S3,25.09
Temperature ('C),S3,24.71
Temperature ('C),S3,25.3
Temperature ('C),S3,25.01
Temperature ('C),S3,25.09
Temperature ('C),S3,25.17
Temperature ('C),S3,24.85
Temperature ('C),S3,24.92
Temperature ('C),S3,24.86
Temperature ('C),S3,25.26
Temperature ('C),S3,24.7
Temperature ('C),S3,23.52
Temperature ('C),S3,24.25
Temperature ('C),S3,23.99
Temperature ('C),S3,24.28
Temperature ('C),S3,23.76
Temperature ('C),S3,24.6
Temperature ('C),S3,24.36
Temperature ('C),S3,24.17
Temperature ('C),S3,24.69
Temperature ('C),S3,24.42
Temperature ('C),S3,23.7
Temperature ('C),S3,23.97
Temperature ('C),S3,23.59
Temperature ('C),S3,24.63
Temperature ('C),S3,23.5
Temperature ('C),S3,23.08
Temperature ('C),S3,23.48
Temperature ('C),S3,23.1
Temperature ('C),S3,23.2
Temperature ('C),S3,23.36
Temperature ('C),S3,23.31
Temperature ('C),S3,23.14
Temperature ('C),S3,23.38
Temperature ('C),S3,23.34
Temperature ('C),S3,23.23
Temperature ('C),S3,23.16
Temperature ('C),S3,23.39
Temperature ('C),S3,23.33
Temperature ('C),S3,23.19
Temperature ('C),S3,23.0
Temperature ('C),S3,22.95
Temperature ('C),S3,22.8
Temperature ('C),S3,23.0
Temperature ('C),S3,22.82
Temperature ('C),S3,22.65
Temperature ('C),S3,22.63
Temperature ('C),S3,22.73
Temperature ('C),S3,22.54
Temperature ('C),S3,23.0
Temperature ('C),S3,22.94
Temperature ('C),S3,22.72
Temperature ('C),S3,22.66
Temperature ('C),S3,22.94
Temperature ('C),S3,22.62
Temperature ('C),S3,22.69
Temperature ('C),S3,22.4
Temperature ('C),S3,22.07
Temperature ('C),S3,22.16
Temperature ('C),S3,22.35
Temperature ('C),S3,22.17
Temperature ('C),S3,22.24
Temperature ('C),S3,22.24
Temperature ('C),S3,22.04
Temperature ('C),S3,22.34
Temperature ('C),S3,22.09
Temperature ('C),S3,22.26
Temperature ('C),S3,22.07
Temperature ('C),S3,22.29
Temperature ('C),S3,22.21
Temperature ('C),S3,21.94
Temperature ('C),S3,21.9
Temperature ('C),S3,21.43
Temperature ('C),S3,21.38
Temperature ('C),S3,21.54
Temperature ('C),S3,21.74
Temperature ('C),S3,21.61
Temperature ('C),S3,21.42
Temperature ('C),S3,21.74
Temperature ('C),S3,21.56
Temperature ('C),S3,21.3
Temperature ('C),S3,21.1
Temperature ('C),S3,21.52
Temperature ('C),S3,21.25
Temperature ('C),S3,21.82
Temperature ('C),S3,21.69
Temperature ('C),S4,21.4
Temperature ('C),S4,20.75
Temperature ('C),S4,21.17
Temperature ('C),S4,21.2
Temperature ('C),S4,20.81
Temperature ('C),S4,21.22
Temperature ('C),S4,21.14
Temperature ('C),S4,21.22
Temperature ('C),S4,21.2
Temperature ('C),S4,20.87
Temperature ('C),S4,21.12
Temperature ('C),S4,20.95
Temperature ('C),S4,20.77
Temperature ('C),S4,21.12
Temperature ('C),S4,21.26
Temperature ('C),S4,20.7
Temperature ('C),S4,20.68
Temperature ('C),S4,20.55
Temperature ('C),S4,20.3
Temperature ('C),S4,20.69
Temperature ('C),S4,20.28
Temperature ('C),S4,20.6
Temperature ('C),S4,20.33
Temperature ('C),S4,20.36
Temperature ('C),S4,20.33
Temperature ('C),S4,20.44
Temperature ('C),S4,20.29
Temperature ('C),S4,20.34
Temperature ('C),S4,20.43
Temperature ('C),S4,20.63
Temperature ('C),S4,20.47
Temperature ('C),S4,20.2
Temperature ('C),S4,20.11
Temperature ('C),S4,19.91
Temperature ('C),S4,20.03
Temperature ('C),S4,20.09
Temperature ('C),S4,20.03
Temperature ('C),S4,20.09
Temperature ('C),S4,20.01
Temperature ('C),S4,20.17
Temperature ('C),S4,19.95
Temperature ('C),S4,20.1
Temperature ('C),S4,20.17
Temperature ('C),S4,19.97
Temperature ('C),S4,20.1
Temperature ('C),S4,20.17
Temperature ('C),S4,19.9
Temperature ('C),S4,20.69
Temperature ('C),S4,20.63
Temperature ('C),S4,20.22
Temperature ('C),S4,20.24
Temperature ('C),S4,20.3
Temperature ('C),S4,20.12
Temperature ('C),S4,20.86
Temperature ('C),S4,20.74
Temperature ('C),S4,20.25
Temperature ('C),S4,20.83
Temperature ('C),S4,20.63
Temperature ('C),S4,20.82
Temperature ('C),S4,19.96
Temperature ('C),S4,20.34
Temperature ('C),S4,19.9
Temperature ('C),S4,20.9
Temperature ('C),S4,21.27
Temperature ('C),S4,21.31
Temperature ('C),S4,21.44
Temperature ('C),S4,21.16
Temperature ('C),S4,21.29
Temperature ('C),S4,20.97
Temperature ('C),S4,21.07
Temperature ('C),S4,21.43
Temperature ('C),S4,21.25
Temperature ('C),S4,21.34
Temperature ('C),S4,21.01
Temperature ('C),S4,21.01
Temperature ('C),S4,21.5
Temperature ('C),S4,23.93
Temperature ('C),S4,24.61
Temperature ('C),S4,22.93
Temperature ('C),S4,23.88
Temperature ('C),S4,23.19
Temperature ('C),S4,22.16
Temperature ('C),S4,23.23
Temperature ('C),S4,23.48
Temperature ('C),S4,23.2
Temperature ('C),S4,24.34
Temperature ('C),S4,24.14
Temperature ('C),S4,23.36
Temperature ('C),S4,23.48
Temperature ('C),S4,21.81
Temperature ('C),S4,24.7
Temperature ('C),S4,25.85
Temperature ('C),S4,26.83
Temperature ('C),S4,24.89
Temperature ('C),S4,24.84
Temperature ('C),S4,25.27
Temperature ('C),S4,25.57
Temperature ('C),S4,26.63
Temperature ('C),S4,26.43
Temperature ('C),S4,25.02
Temperature ('C),S4,24.74
Temperature ('C),S4,26.42
Temperature ('C),S4,25.77
Temperature ('C),S4,26.16
Temperature ('C),S4,26.58
Temperature ('C),S4,26.9
Temperature ('C),S4,29.35
Temperature ('C),S4,29.44
Temperature ('C),S4,27.71
Temperature ('C),S4,28.94
Temperature ('C),S4,28.58
Temperature ('C),S4,26.91
Temperature ('C),S4,27.43
Temperature ('C),S4,27.03
Temperature ('C),S4,27.45
Temperature ('C),S4,28.45
Temperature ('C),S4,27.27
Temperature ('C),S4,27.26
Temperature ('C),S4,28.88
Temperature ('C),S4,28.19
Temperature ('C),S4,28.2
Temperature ('C),S4,29.7
Temperature ('C),S4,30.98
Temperature ('C),S4,31.19
Temperature ('C),S4,29.7
Temperature ('C),S4,30.02
Temperature ('C),S4,30.5
Temperature ('C),S4,30.04
Temperature ('C),S4,30.3
Temperature ('C),S4,29.77
Temperature ('C),S4,30.62
Temperature ('C),S4,30.39
Temperature ('C),S4,29.86
Temperature ('C),S4,30.67
Temperature ('C),S4,30.83
Temperature ('C),S4,30.84
Temperature ('C),S4,31.3
Temperature ('C),S4,32.11
Temperature ('C),S4,31.95
Temperature ('C),S4,32.54
Temperature ('C),S4,31.88
Temperature ('C),S4,32.55
Temperature ('C),S4,31.6
Temperature ('C),S4,31.92
Temperature ('C),S4,31.58
Temperature ('C),S4,31.61
Temperature ('C),S4,32.0
Temperature ('C),S4,32.54
Temperature ('C),S4,32.31
Temperature ('C),S4,31.63
Temperature ('C),S4,32.66
Temperature ('C),S4,32.8
Temperature ('C),S4,32.64
Temperature ('C),S4,32.51
Temperature ('C),S4,32.66
Temperature ('C),S4,32.23
Temperature ('C),S4,32.45
Temperature ('C),S4,32.3
Temperature ('C),S4,32.46
Temperature ('C),S4,32.68
Temperature ('C),S4,32.66
Temperature ('C),S4,32.5
Temperature ('C),S4,32.21
Temperature ('C),S4,32.15
Temperature ('C),S4,32.37
Temperature ('C),S4,32.65
Temperature ('C),S4,32.1
Temperature ('C),S4,30.69
Temperature ('C),S4,31.55
Temperature ('C),S4,30.4
Temperature ('C),S4,32.05
Temperature ('C),S4,31.13
Temperature ('C),S4,31.1
Temperature ('C),S4,31.33
Temperature ('C),S4,30.76
Temperature ('C),S4,31.34
Temperature ('C),S4,31.13
Temperature ('C),S4,30.25
Temperature ('C),S4,31.83
Temperature ('C),S4,31.7
Temperature ('C),S4,31.13
Temperature ('C),S4,31.71
Temperature ('C),S4,30.1
Temperature ('C),S4,29.32
Temperature ('C),S4,29.19
Temperature ('C),S4,28.97
Temperature ('C),S4,28.18
Temperature ('C),S4,29.84
Temperature ('C),S4,29.57
Temperature ('C),S4,28.96
Temperature ('C),S4,28.75
Temperature ('C),S4,28.24
Temperature ('C),S4,28.34
Temperature ('C),S4,28.46
Temperature ('C),S4,29.43
Temperature ('C),S4,28.33
Temperature ('C),S4,29.83
Temperature ('C),S4,28.1
Temperature ('C),S4,27.92
Temperature ('C),S4,27.96
Temperature ('C),S4,28.03
Temperature ('C),S4,28.07
Temperature ('C),S4,27.93
Temperature ('C),S4,27.94
Temperature ('C),S4,28.09
Temperature ('C),S4,28.01
Temperature ('C),S4,27.93
Temperature ('C),S4,27.99
Temperature ('C),S4,28.0
Temperature ('C),S4,27.92
Temperature ('C),S4,28.0
Temperature ('C),S4,28.05
Temperature ('C),S4,27.9
Temperature ('C),S4,27.77
Temperature ('C),S4,27.17
Temperature ('C),S4,27.84
Temperature ('C),S4,27.69
Temperature ('C),S4,27.26
Temperature ('C),S4,27.75
Temperature ('C),S4,27.39
Temperature ('C),S4,27.57
Temperature ('C),S4,27.6
Temperature ('C),S4,27.84
Temperature ('C),S4,27.26
Temperature ('C),S4,27.3
Temperature ('C),S4,27.64
Temperature ('C),S4,27.64
Temperature ('C),S4,27.1
Temperature ('C),S4,27.06
Temperature ('C),S4,27.09
Temperature ('C),S4,26.93
Temperature ('C),S4,26.36
Temperature ('C),S4,26.83
Temperature ('C),S4,26.96
Temperature ('C),S4,26.81
Temperature ('C),S4,27.04
Temperature ('C),S4,26.4
Temperature ('C),S4,26.36
Temperature ('C),S4,27.0
Temperature ('C),S4,26.76
Temperature ('C),S4,27.05
Temperature ('C),S4,26.79
Temperature ('C),S4,26.71
Temperature ('C),S4,26.2
Temperature ('C),S4,27.06
Temperature ('C),S4,27.09
Temperature ('C),S4,26.93
Temperature ('C),S4,26.36
Temperature ('C),S4,26.83
Temperature ('C),S4,26.96
Temperature ('C),S4,26.81
Temperature ('C),S4,27.04
Temperature ('C),S4,26.4
Temperature ('C),S4,26.36
Temperature ('C),S4,27.0
Temperature ('C),S4,26.76
Temperature ('C),S4,27.05
Temperature ('C),S4,26.79
Temperature ('C),S4,26.1
Temperature ('C),S4,25.95
Temperature ('C),S4,25.2
Temperature ('C),S4,25.51
Temperature ('C),S4,25.81
Temperature ('C),S4,25.07
Temperature ('C),S4,25.24
Temperature ('C),S4,25.06
Temperature ('C),S4,25.66
Temperature ('C),S4,25.88
Temperature ('C),S4,25.24
Temperature ('C),S4,25.52
Temperature ('C),S4,25.47
Temperature ('C),S4,25.38
Temperature ('C),S4,25.04
Temperature ('C),S4,25.17
Temperature ('C),S4,25.0
Temperature ('C),S4,24.96
Temperature ('C),S4,24.63
Temperature ('C),S4,24.94
Temperature ('C),S4,24.83
Temperature ('C),S4,24.83
Temperature ('C),S4,24.97
Temperature ('C),S4,24.62
Temperature ('C),S4,24.61
Temperature ('C),S4,24.82
Temperature ('C),S4,24.99
Temperature ('C),S4,24.74
Temperature ('C),S4,24.87
Temperature ('C),S4,24.64
Temperature ('C),S4,25.0
Temperature ('C),S4,24.5
Temperature ('C),S4,23.54
Temperature ('C),S4,24.41
Temperature ('C),S4,23.15
Temperature ('C),S4,23.44
Temperature ('C),S4,23.2
Temperature ('C),S4,24.13
Temperature ('C),S4,23.83
Temperature ('C),S4,23.76
Temperature ('C),S4,23.82
Temperature ('C),S4,24.32
Temperature ('C),S4,23.8
Temperature ('C),S4,24.25
Temperature ('C),S4,24.41
Temperature ('C),S4,23.97
Temperature ('C),S4,23.1
Temperature ('C),S4,22.95
Temperature ('C),S4,22.65
Temperature ('C),S4,22.68
Temperature ('C),S4,23.04
Temperature ('C),S4,22.99
Temperature ('C),S4,22.69
Temperature ('C),S4,23.07
Temperature ('C),S4,22.94
Temperature ('C),S4,22.6
Temperature ('C),S4,22.68
Temperature ('C),S4,23.0
Temperature ('C),S4,22.86
Temperature ('C),S4,22.65
Temperature ('C),S4,22.83
Temperature ('C),S4,22.6
Temperature ('C),S4,22.04
Temperature ('C),S4,22.11
Temperature ('C),S4,22.08
Temperature ('C),S4,22.26
Temperature ('C),S4,22.41
Temperature ('C),S4,22.28
Temperature ('C),S4,22.11
Temperature ('C),S4,22.41
Temperature ('C),S4,22.07
Temperature ('C),S4,22.46
Temperature ('C),S4,22.19
Temperature ('C),S4,22.4
Temperature ('C),S4,22.43
Temperature ('C),S4,22.1
Temperature ('C),S4,22.22
Temperature ('C),S4,22.0
Temperature ('C),S4,21.98
Temperature ('C),S4,21.89
Temperature ('C),S4,21.98
Temperature ('C),S4,21.92
Temperature ('C),S4,21.84
Temperature ('C),S4,21.95
Temperature ('C),S4,21.86
Temperature ('C),S4,21.9
Temperature ('C),S4,21.87
Temperature ('C),S4,21.83
Temperature ('C),S4,21.84
Temperature ('C),S4,21.86
Temperature ('C),S4,21.91
Temperature ('C),S4,21.82
Temperature ('C),S4,21.8
Temperature ('C),S4,21.67
Temperature ('C),S4,21.62
Temperature ('C),S4,21.58
Temperature ('C),S4,21.55
Temperature ('C),S4,21.55
Temperature ('C),S4,21.55
Temperature ('C),S4,21.7
Temperature ('C),S4,21.55
Temperature ('C),S4,21.53
Temperature ('C),S4,21.58
Temperature ('C),S4,21.79
Temperature ('C),S4,21.79
Temperature ('C),S4,21.57
Temperature ('C),S4,21.75
pH,S1,7.73
pH,S1,7.82
pH,S1,7.73
pH,S1,7.82
pH,S1,7.76
pH,S1,7.8
pH,S1,7.78
pH,S1,7.79
pH,S1,7.74
pH,S1,7.75
pH,S1,7.75
pH,S1,7.76
pH,S1,7.75
pH,S1,7.77
pH,S1,7.76
pH,S1,7.82
pH,S1,7.84
pH,S1,7.9
pH,S1,7.85
pH,S1,7.86
pH,S1,7.92
pH,S1,7.88
pH,S1,7.94
pH,S1,7.9
pH,S1,7.83
pH,S1,7.94
pH,S1,7.89
pH,S1,7.85
pH,S1,7.93
pH,S1,7.85
pH,S1,7.83
pH,S1,7.95
pH,S1,8.11
pH,S1,8.11
pH,S1,8.13
pH,S1,7.97
pH,S1,8.12
pH,S1,7.98
pH,S1,8.03
pH,S1,8.14
pH,S1,7.98
pH,S1,8.11
pH,S1,8.1
pH,S1,7.96
pH,S1,8.04
pH,S1,8.0
pH,S1,8.17
pH,S1,8.2
pH,S1,8.2
pH,S1,8.19
pH,S1,8.19
pH,S1,8.21
pH,S1,8.18
pH,S1,8.18
pH,S1,8.2
pH,S1,8.25
pH,S1,8.24
pH,S1,8.2
pH,S1,8.2
pH,S1,8.26
pH,S1,8.19
pH,S1,8.2
pH,S1,8.26
pH,S1,8.46
pH,S1,8.46
pH,S1,8.3
pH,S1,8.29
pH,S1,8.46
pH,S1,8.34
pH,S1,8.47
pH,S1,8.28
pH,S1,8.35
pH,S1,8.35
pH,S1,8.47
pH,S1,8.42
pH,S1,8.49
pH,S1,8.13
pH,S1,8.48
pH,S1,8.37
pH,S1,8.42
pH,S1,8.06
pH,S1,8.14
pH,S1,8.27
pH,S1,8.31
pH,S1,8.43
pH,S1,8.22
pH,S1,8.13
pH,S1,8.03
pH,S1,8.19
pH,S1,8.4
pH,S1,8.02
pH,S1,7.95
pH,S1,7.38
pH,S1,7.37
pH,S1,7.89
pH,S1,7.85
pH,S1,7.39
pH,S1,7.77
pH,S1,7.67
pH,S1,7.99
pH,S1,7.65
pH,S1,7.95
pH,S1,7.7
pH,S1,7.64
pH,S1,7.96
pH,S1,7.32
pH,S1,7.01
pH,S1,7.24
pH,S1,7.21
pH,S1,7.03
pH,S1,7.04
pH,S1,7.2
pH,S1,7.13
pH,S1,6.86
pH,S1,7.2
pH,S1,7.13
pH,S1,7.05
pH,S1,6.89
pH,S1,7.03
pH,S1,6.93
pH,S1,6.9
pH,S1,6.83
pH,S1,6.6
pH,S1,6.25
pH,S1,6.32
pH,S1,6.52
pH,S1,6.27
pH,S1,6.7
pH,S1,6.27
pH,S1,6.26
pH,S1,6.36
pH,S1,6.46
pH,S1,6.57
pH,S1,6.77
pH,S1,6.66
pH,S1,6.4
pH,S1,6.22
pH,S1,6.26
pH,S1,6.26
pH,S1,6.28
pH,S1,6.27
pH,S1,6.28
pH,S1,6.24
pH,S1,6.26
pH,S1,6.28
pH,S1,6.29
pH,S1,6.29
pH,S1,6.29
pH,S1,6.28
pH,S1,6.26
pH,S1,6.24
pH,S1,6.3
pH,S1,6.34
pH,S1,6.38
pH,S1,6.38
pH,S1,6.33
pH,S1,6.36
pH,S1,6.38
pH,S1,6.3
pH,S1,6.3
pH,S1,6.32
pH,S1,6.4
pH,S1,6.31
pH,S1,6.33
pH,S1,6.36
pH,S1,6.32
pH,S1,6.41
pH,S1,6.48
pH,S1,6.42
pH,S1,6.44
pH,S1,6.44
pH,S1,6.51
pH,S1,6.52
pH,S1,6.42
pH,S1,6.41
pH,S1,6.48
pH,S1,6.42
pH,S1,6.46
pH,S1,6.45
pH,S1,6.55
pH,S1,6.52
pH,S1,6.46
pH,S1,6.56
pH,S1,6.6
pH,S1,6.83
pH,S1,6.65
pH,S1,6.97
pH,S1,6.76
pH,S1,6.66
pH,S1,6.95
pH,S1,6.97
pH,S1,6.98
pH,S1,6.72
pH,S1,6.59
pH,S1,6.91
pH,S1,6.88
pH,S1,6.85
pH,S1,6.98
pH,S1,7.05
pH,S1,7.03
pH,S1,7.08
pH,S1,6.99
pH,S1,7.06
pH,S1,7.06
pH,S1,7.01
pH,S1,6.99
pH,S1,7.08
pH,S1,7.06
pH,S1,7.11
pH,S1,7.01
pH,S1,7.06
pH,S1,7.05
pH,S1,7.11
pH,S1,7.21
pH,S1,7.23
pH,S1,7.17
pH,S1,7.17
pH,S1,7.2
pH,S1,7.18
pH,S1,7.16
pH,S1,7.22
pH,S1,7.16
pH,S1,7.13
pH,S1,7.17
pH,S1,7.17
pH,S1,7.22
pH,S1,7.18
pH,S1,7.23
pH,S1,7.2
pH,S1,7.19
pH,S1,7.18
pH,S1,7.16
pH,S1,7.19
pH,S1,7.22
pH,S1,7.17
pH,S1,7.21
pH,S1,7.2
pH,S1,7.17
pH,S1,7.21
pH,S1,7.17
pH,S1,7.2
pH,S1,7.16
pH,S1,7.2
pH,S1,7.15
pH,S1,7.2
pH,S1,7.19
pH,S1,7.18
pH,S1,7.16
pH,S1,7.19
pH,S1,7.22
pH,S1,7.17
pH,S1,7.21
pH,S1,7.2
pH,S1,7.17
pH,S1,7.21
pH,S1,7.17
pH,S1,7.2
pH,S1,7.16
pH,S1,7.12
pH,S1,7.23
pH,S1,7.16
pH,S1,7.16
pH,S1,7.18
pH,S1,7.15
pH,S1,7.16
pH,S1,7.28
pH,S1,7.21
pH,S1,7.16
pH,S1,7.23
pH,S1,7.25
pH,S1,7.18
pH,S1,7.24
pH,S1,7.13
pH,S1,7.29
pH,S1,7.29
pH,S1,7.43
pH,S1,7.37
pH,S1,7.3
pH,S1,7.36
pH,S1,7.37
pH,S1,7.36
pH,S1,7.31
pH,S1,7.42
pH,S1,7.42
pH,S1,7.42
pH,S1,7.4
pH,S1,7.4
pH,S1,7.33
pH,S1,7.32
pH,S1,7.45
pH,S1,7.45
pH,S1,7.48
pH,S1,7.5
pH,S1,7.48
pH,S1,7.47
pH,S1,7.47
pH,S1,7.48
pH,S1,7.48
pH,S1,7.51
pH,S1,7.46
pH,S1,7.5
pH,S1,7.45
pH,S1,7.5
pH,S1,7.47
pH,S1,7.51
pH,S1,7.51
pH,S1,7.55
pH,S1,7.54
pH,S1,7.55
pH,S1,7.53
pH,S1,7.53
pH,S1,7.56
pH,S1,7.56
pH,S1,7.53
pH,S1,7.58
pH,S1,7.57
pH,S1,7.51
pH,S1,7.53
pH,S1,7.51
pH,S1,7.59
pH,S1,7.59
pH,S1,7.59
pH,S1,7.6
pH,S1,7.59
pH,S1,7.59
pH,S1,7.6
pH,S1,7.59
pH,S1,7.59
pH,S1,7.59
pH,S1,7.59
pH,S1,7.59
pH,S1,7.6
pH,S1,7.6
pH,S1,7.59
pH,S1,7.6
pH,S1,7.6
pH,S1,7.67
pH,S1,7.63
pH,S1,7.68
pH,S1,7.66
pH,S1,7.63
pH,S1,7.62
pH,S1,7.66
pH,S1,7.63
pH,S1,7.64
pH,S1,7.69
pH,S1,7.61
pH,S1,7.63
pH,S1,7.62
pH,S1,7.62
pH,S1,7.69
pH,S1,7.7
pH,S1,7.71
pH,S1,7.7
pH,S1,7.74
pH,S1,7.74
pH,S1,7.74
pH,S1,7.7
pH,S1,7.7
pH,S1,7.72
pH,S1,7.71
pH,S1,7.72
pH,S1,7.74
pH,S1,7.72
pH,S1,7.72
pH,S2,8.12
pH,S2,8.08
pH,S2,8.06
pH,S2,8.09
pH,S2,8.11
pH,S2,8.11
pH,S2,8.08
pH,S2,8.09
pH,S2,8.06
pH,S2,8.07
pH,S2,8.11
pH,S2,8.11
pH,S2,8.1
pH,S2,8.11
pH,S2,8.06
pH,S2,8.06
pH,S2,8.04
pH,S2,8.04
pH,S2,8.04
pH,S2,8.05
pH,S2,8.06
pH,S2,8.04
pH,S2,8.05
pH,S2,8.05
pH,S2,8.04
pH,S2,8.06
pH,S2,8.05
pH,S2,8.06
pH,S2,8.04
pH,S2,8.05
pH,S2,8.05
pH,S2,8.04
pH,S2,8.07
pH,S2,8.1
pH,S2,8.07
pH,S2,8.1
pH,S2,8.06
pH,S2,8.08
pH,S2,8.11
pH,S2,8.05
pH,S2,8.09
pH,S2,8.07
pH,S2,8.09
pH,S2,8.08
pH,S2,8.05
pH,S2,8.09
pH,S2,8.11
pH,S2,8.16
pH,S2,8.12
pH,S2,8.16
pH,S2,8.14
pH,S2,8.14
pH,S2,8.16
pH,S2,8.13
pH,S2,8.16
pH,S2,8.13
pH,S2,8.17
pH,S2,8.13
pH,S2,8.14
pH,S2,8.16
pH,S2,8.14
pH,S2,8.13
pH,S2,8.17
pH,S2,8.21
pH,S2,8.23
pH,S2,8.23
pH,S2,8.26
pH,S2,8.32
pH,S2,8.28
pH,S2,8.19
pH,S2,8.27
pH,S2,8.22
pH,S2,8.28
pH,S2,8.23
pH,S2,8.27
pH,S2,8.33
pH,S2,8.15
pH,S2,8.21
pH,S2,8.25
pH,S2,8.24
pH,S2,8.0
pH,S2,8.27
pH,S2,8.08
pH,S2,8.23
pH,S2,8.06
pH,S2,8.06
pH,S2,8.28
pH,S2,8.03
pH,S2,8.07
pH,S2,8.12
pH,S2,7.98
pH,S2,7.73
pH,S2,7.73
pH,S2,7.75
pH,S2,7.77
pH,S2,7.79
pH,S2,7.69
pH,S2,7.8
pH,S2,7.94
pH,S2,7.82
pH,S2,7.92
pH,S2,7.72
pH,S2,7.8
pH,S2,7.79
pH,S2,7.87
pH,S2,7.65
pH,S2,7.62
pH,S2,7.36
pH,S2,7.61
pH,S2,7.61
pH,S2,7.58
pH,S2,7.0
pH,S2,7.34
pH,S2,7.48
pH,S2,7.06
pH,S2,7.34
pH,S2,6.93
pH,S2,7.44
pH,S2,6.97
pH,S2,7.41
pH,S2,7.08
pH,S2,6.91
pH,S2,6.62
pH,S2,6.85
pH,S2,6.88
pH,S2,6.42
pH,S2,6.89
pH,S2,6.39
pH,S2,6.77
pH,S2,6.54
pH,S2,6.63
pH,S2,6.43
pH,S2,6.65
pH,S2,6.74
pH,S2,6.68
pH,S2,6.54
pH,S2,6.35
pH,S2,6.39
pH,S2,6.38
pH,S2,6.37
pH,S2,6.36
pH,S2,6.37
pH,S2,6.37
pH,S2,6.39
pH,S2,6.4
pH,S2,6.38
pH,S2,6.35
pH,S2,6.38
pH,S2,6.38
pH,S2,6.38
pH,S2,6.38
pH,S2,6.42
pH,S2,6.5
pH,S2,6.45
pH,S2,6.46
pH,S2,6.45
pH,S2,6.45
pH,S2,6.49
pH,S2,6.5
pH,S2,6.47
pH,S2,6.49
pH,S2,6.42
pH,S2,6.5
pH,S2,6.44
pH,S2,6.43
pH,S2,6.44
pH,S2,6.52
pH,S2,6.49
pH,S2,6.5
pH,S2,6.49
pH,S2,6.49
pH,S2,6.48
pH,S2,6.47
pH,S2,6.48
pH,S2,6.52
pH,S2,6.5
pH,S2,6.49
pH,S2,6.5
pH,S2,6.48
pH,S2,6.5
pH,S2,6.49
pH,S2,6.52
pH,S2,6.47
pH,S2,6.79
pH,S2,6.74
pH,S2,6.92
pH,S2,7.0
pH,S2,6.55
pH,S2,6.57
pH,S2,6.73
pH,S2,6.83
pH,S2,6.53
pH,S2,6.94
pH,S2,6.63
pH,S2,7.04
pH,S2,6.51
pH,S2,6.8
pH,S2,7.05
pH,S2,7.08
pH,S2,7.11
pH,S2,7.09
pH,S2,7.13
pH,S2,7.1
pH,S2,7.08
pH,S2,7.09
pH,S2,7.15
pH,S2,7.09
pH,S2,7.06
pH,S2,7.06
pH,S2,7.06
pH,S2,7.13
pH,S2,7.07
pH,S2,7.15
pH,S2,7.19
pH,S2,7.17
pH,S2,7.2
pH,S2,7.21
pH,S2,7.16
pH,S2,7.19
pH,S2,7.2
pH,S2,7.18
pH,S2,7.19
pH,S2,7.2
pH,S2,7.19
pH,S2,7.15
pH,S2,7.17
pH,S2,7.18
pH,S2,7.22
pH,S2,7.22
pH,S2,7.21
pH,S2,7.2
pH,S2,7.19
pH,S2,7.19
pH,S2,7.2
pH,S2,7.21
pH,S2,7.2
pH,S2,7.19
pH,S2,7.21
pH,S2,7.2
pH,S2,7.21
pH,S2,7.21
pH,S2,7.22
